Sign,segment,url,FingerSelection,Aperture,Curve,Bent,Width,Facing,Focus,Dynamic Orientation,Location,Plane,Settings,Path,Paddle,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,H2 Dynamic Orientation,H2 Location,H2 Plane,H2 Settings,H2 Path,H2 Paddle,manner_tense,manner_repeated,manner_laceration,manner_symmetrical,manner_alternating,manner_biderectional,file,labeled_url,iconic,Anna_Klezovich_comments
смешивать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3987--смешивать--смешивать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,tips,,,space,horisontal,,circle-clock,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,tips,,,space,horisontal,,circle-counterclock,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,смешивать--смешивать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3987--смешивать--смешивать.mp4?raw=true' target='_blank'>смешивать</a>,iconic,
задувать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4026--задувать--задувать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight,bent,wide-pointed,root,tips,,space,horisontal,high-low,wave,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,задувать--задувать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4026--задувать--задувать.mp4?raw=true' target='_blank'>задувать</a>,iconic,
дышать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4223--дышать--дышать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,back,,trunk,,near-far,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,дышать--дышать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4223--дышать--дышать.mp4?raw=true' target='_blank'>дышать</a>,iconic,
приносить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//4247--приносить--приносить.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,back,ulnar,,space,horisontal,"ipsi-contra,contra-ipsi",arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,приносить--приносить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//4247--приносить--приносить.mp4?raw=true' target='_blank'>приносить</a>,iconic,
приносить,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//4247--приносить--приносить.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,radial,,virtual_object,horisontal,"ipsi-contra,contra-ipsi",arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,приносить--приносить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//4247--приносить--приносить.mp4?raw=true' target='_blank'>приносить</a>,iconic,
разрыдаться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4356--разрыдаться--разрыдаться.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",closed-open,curved-straight,,pointed-wide,palm,tips,,head-high,,near-far,straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,разрыдаться--разрыдаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4356--разрыдаться--разрыдаться.mp4?raw=true' target='_blank'>разрыдаться</a>,iconic,
покупать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//4394--покупать--покупать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",closed,straight,bent,pointed,tips,back,,hand-palm,horisontal,proxi-distal,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,покупать--покупать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//4394--покупать--покупать.mp4?raw=true' target='_blank'>покупать</a>,iconic,
капитулировать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4504--капитулировать--капитулировать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,,back,,space,parallel,iconic,iconic,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,капитулировать--капитулировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4504--капитулировать--капитулировать.mp4?raw=true' target='_blank'>капитулировать</a>,iconic,
забота multiply,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4545--заботиться о--заботиться о.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,wide,palm,palm,,virtual_object,horisontal,"far-near,ipsi-contra",arc,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,заботиться о--заботиться о,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4545--заботиться о--заботиться о.mp4?raw=true' target='_blank'>забота multiply</a>,non iconic,
забота multiply,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4545--заботиться о--заботиться о.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,wide,palm,palm,,space,parallel,"far-near,ipsi-contra",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,заботиться о--заботиться о,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4545--заботиться о--заботиться о.mp4?raw=true' target='_blank'>забота multiply</a>,non iconic,
